#field RA        DEC
50448 117.8108   9.5818
50449 120.5175   9.5818
50450 123.2243   9.5818
50451 125.9311   9.5818
50452 128.6378   9.5818
50453 131.3446   9.5818
50454 134.0514   9.5818
50455 136.7581   9.5818
50456 139.4649   9.5818
50457 142.1717   9.5818
50458 144.8784   9.5818
50459 147.5852   9.5818
50460 150.2920   9.5818
50461 152.9987   9.5818
50462 155.7055   9.5818
50463 158.4123   9.5818
50464 161.1190   9.5818
50465 163.8258   9.5818
50466 166.5326   9.5818
50467 169.2393   9.5818
50468 171.9461   9.5818
50469 174.6529   9.5818
50470 177.3596   9.5818
50471 180.0664   9.5818
50472 182.7732   9.5818
50473 185.4800   9.5818
50474 188.1867   9.5818
50475 190.8935   9.5818
50476 193.6003   9.5818
50477 196.3070   9.5818
50478 199.0138   9.5818
50479 201.7206   9.5818
50480 204.4273   9.5818
50481 207.1341   9.5818
50482 209.8409   9.5818
50483 212.5476   9.5818
50484 215.2544   9.5818
50485 217.9612   9.5818
50486 220.6679   9.5818
50487 223.3747   9.5818
50488 226.0815   9.5818
50489 228.7882   9.5818
50490 231.4950   9.5818
50491 234.2018   9.5818
50492 236.9085   9.5818
50493 239.6153   9.5818
50494 242.3221   9.5818
50495 245.0288   9.5818
50496 247.7356   9.5818
50497 250.4424   9.5818
50498 253.1491   9.5818
50499 255.8559   9.5818
50500 258.5627   9.5818
50501 261.2694   9.5818
50502 263.9762   9.5818
50503 266.6830   9.5818
50504 269.3897   9.5818
50505 272.0965   9.5818
50506 274.8033   9.5818
50507 277.5100   9.5818
50508 280.2168   9.5818
50509 282.9236   9.5818
50510 285.6303   9.5818
50511 288.3371   9.5818
50512 291.0439   9.5818
50513 293.7506   9.5818
50514 296.4574   9.5818
50515 299.1642   9.5818
50516 301.8709   9.5818
50517 304.5777   9.5818
50518 307.2845   9.5818
50519 309.9912   9.5818
50520 312.6980   9.5818
50521 315.4048   9.5818
50522 318.1115   9.5818
50523 320.8183   9.5818
50524 323.5251   9.5818
50525 326.2318   9.5818
50526 328.9386   9.5818
50527 331.6454   9.5818
50528 334.3521   9.5818
50529 337.0589   9.5818
50530 339.7657   9.5818
50531 342.4724   9.5818
50532 345.1792   9.5818
50533 347.8860   9.5818
50534 350.5927   9.5818
50535 353.2995   9.5818
50536 356.0063   9.5818
50537 358.7130   9.5818
50538   1.4329  12.3091
50539   4.1602  12.3091
50540   6.8874  12.3091
50541   9.6147  12.3091
50542  12.3420  12.3091
50543  15.0693  12.3091
50544  17.7965  12.3091
50545  20.5238  12.3091
50546  23.2511  12.3091
50547  25.9784  12.3091
50548  28.7056  12.3091
50549  31.4329  12.3091
50550  34.1602  12.3091
50551  36.8874  12.3091
50552  39.6147  12.3091
50553  42.3420  12.3091
50554  45.0693  12.3091
50555  47.7965  12.3091
50556  50.5238  12.3091
50557  53.2511  12.3091
50558  55.9784  12.3091
50559  58.7056  12.3091
50560  61.4329  12.3091
50561  64.1602  12.3091
50562  66.8874  12.3091
50563  69.6147  12.3091
50564  72.3420  12.3091
50565  75.0693  12.3091
50566  77.7965  12.3091
50567  80.5238  12.3091
50568  83.2511  12.3091
50569  85.9784  12.3091
50570  88.7056  12.3091
50571  91.4329  12.3091
50572  94.1602  12.3091
50573  96.8874  12.3091
50574  99.6147  12.3091
50575 102.3420  12.3091
50576 105.0693  12.3091
50577 107.7965  12.3091
50578 110.5238  12.3091
50579 113.2511  12.3091
50580 115.9784  12.3091
50581 118.7056  12.3091
50582 121.4329  12.3091
50583 124.1602  12.3091
50584 126.8874  12.3091
50585 129.6147  12.3091
50586 132.3420  12.3091
50587 135.0693  12.3091
50588 137.7965  12.3091
50589 140.5238  12.3091
50590 143.2511  12.3091
50591 145.9784  12.3091
50592 148.7056  12.3091
50593 151.4329  12.3091
50594 154.1602  12.3091
50595 156.8874  12.3091
50596 159.6147  12.3091
50597 162.3420  12.3091
50598 165.0693  12.3091
50599 167.7965  12.3091
50600 170.5238  12.3091
50601 173.2511  12.3091
50602 175.9784  12.3091
50603 178.7056  12.3091
50604 181.4329  12.3091
50605 184.1602  12.3091
50606 186.8874  12.3091
50607 189.6147  12.3091
50608 192.3420  12.3091
50609 195.0693  12.3091
50610 197.7965  12.3091
50611 200.5238  12.3091
50612 203.2511  12.3091
50613 205.9784  12.3091
50614 208.7056  12.3091
50615 211.4329  12.3091
50616 214.1602  12.3091
50617 216.8874  12.3091
50618 219.6147  12.3091
50619 222.3420  12.3091
50620 225.0693  12.3091
50621 227.7965  12.3091
50622 230.5238  12.3091
50623 233.2511  12.3091
50624 235.9784  12.3091
50625 238.7056  12.3091
50626 241.4329  12.3091
50627 244.1602  12.3091
50628 246.8874  12.3091
50629 249.6147  12.3091
50630 252.3420  12.3091
50631 255.0693  12.3091
50632 257.7965  12.3091
50633 260.5238  12.3091
50634 263.2511  12.3091
50635 265.9784  12.3091
50636 268.7056  12.3091
50637 271.4329  12.3091
50638 274.1602  12.3091
50639 276.8874  12.3091
50640 279.6147  12.3091
50641 282.3420  12.3091
50642 285.0693  12.3091
50643 287.7965  12.3091
50644 290.5238  12.3091
50645 293.2511  12.3091
50646 295.9784  12.3091
50647 298.7056  12.3091
50648 301.4329  12.3091
50649 304.1602  12.3091
50650 306.8874  12.3091
50651 309.6147  12.3091
50652 312.3420  12.3091
50653 315.0693  12.3091
50654 317.7965  12.3091
50655 320.5238  12.3091
50656 323.2511  12.3091
50657 325.9784  12.3091
50658 328.7056  12.3091
50659 331.4329  12.3091
50660 334.1602  12.3091
50661 336.8874  12.3091
50662 339.6147  12.3091
50663 342.3420  12.3091
50664 345.0693  12.3091
50665 347.7965  12.3091
50666 350.5238  12.3091
50667 353.2511  12.3091
50668 355.9784  12.3091
50669 358.7056  12.3091
50670   1.4496  15.0364
50671   4.1977  15.0364
50672   6.9458  15.0364
50673   9.6939  15.0364
50674  12.4420  15.0364
50675  15.1901  15.0364
50676  17.9381  15.0364
50677  20.6862  15.0364
50678  23.4343  15.0364
50679  26.1824  15.0364
50680  28.9305  15.0364
50681  31.6786  15.0364
50682  34.4267  15.0364
50683  37.1748  15.0364
50684  39.9229  15.0364
50685  42.6710  15.0364
50686  45.4191  15.0364
50687  48.1672  15.0364
50688  50.9152  15.0364
50689  53.6633  15.0364
50690  56.4114  15.0364
50691  59.1595  15.0364
50692  61.9076  15.0364
50693  64.6557  15.0364
50694  67.4038  15.0364
50695  70.1519  15.0364
50696  72.9000  15.0364
50697  75.6481  15.0364
50698  78.3962  15.0364
50699  81.1443  15.0364
50700  83.8923  15.0364
50701  86.6404  15.0364
50702  89.3885  15.0364
50703  92.1366  15.0364
50704  94.8847  15.0364
50705  97.6328  15.0364
50706 100.3809  15.0364
50707 103.1290  15.0364
50708 105.8771  15.0364
50709 108.6252  15.0364
50710 111.3733  15.0364
50711 114.1214  15.0364
50712 116.8694  15.0364
50713 119.6175  15.0364
50714 122.3656  15.0364
50715 125.1137  15.0364
50716 127.8618  15.0364
50717 130.6099  15.0364
50718 133.3580  15.0364
50719 136.1061  15.0364
50720 138.8542  15.0364
50721 141.6023  15.0364
50722 144.3504  15.0364
50723 147.0985  15.0364
50724 149.8465  15.0364
50725 152.5946  15.0364
50726 155.3427  15.0364
50727 158.0908  15.0364
50728 160.8389  15.0364
50729 163.5870  15.0364
50730 166.3351  15.0364
50731 169.0832  15.0364
50732 171.8313  15.0364
50733 174.5794  15.0364
50734 177.3275  15.0364
50735 180.0756  15.0364
50736 182.8236  15.0364
50737 185.5717  15.0364
50738 188.3198  15.0364
50739 191.0679  15.0364
50740 193.8160  15.0364
50741 196.5641  15.0364
50742 199.3122  15.0364
50743 202.0603  15.0364
50744 204.8084  15.0364
50745 207.5565  15.0364
50746 210.3046  15.0364
50747 213.0527  15.0364
50748 215.8007  15.0364
50749 218.5488  15.0364
50750 221.2969  15.0364
50751 224.0450  15.0364
50752 226.7931  15.0364
50753 229.5412  15.0364
50754 232.2893  15.0364
50755 235.0374  15.0364
50756 237.7855  15.0364
50757 240.5336  15.0364
50758 243.2817  15.0364
50759 246.0298  15.0364
50760 248.7778  15.0364
50761 251.5259  15.0364
50762 254.2740  15.0364
50763 257.0221  15.0364
50764 259.7702  15.0364
50765 262.5183  15.0364
50766 265.2664  15.0364
50767 268.0145  15.0364
50768 270.7626  15.0364
50769 273.5107  15.0364
50770 276.2588  15.0364
50771 279.0069  15.0364
50772 281.7549  15.0364
50773 284.5030  15.0364
50774 287.2511  15.0364
50775 289.9992  15.0364
50776 292.7473  15.0364
50777 295.4954  15.0364
50778 298.2435  15.0364
50779 300.9916  15.0364
50780 303.7397  15.0364
50781 306.4878  15.0364
50782 309.2359  15.0364
50783 311.9840  15.0364
50784 314.7320  15.0364
50785 317.4801  15.0364
50786 320.2282  15.0364
50787 322.9763  15.0364
50788 325.7244  15.0364
50789 328.4725  15.0364
50790 331.2206  15.0364
50791 333.9687  15.0364
50792 336.7168  15.0364
50793 339.4649  15.0364
50794 342.2130  15.0364
50795 344.9611  15.0364
50796 347.7091  15.0364
50797 350.4572  15.0364
50798 353.2053  15.0364
50799 355.9534  15.0364
50800 358.7015  15.0364
50801   1.4701  17.7636
50802   4.2393  17.7636
50803   7.0086  17.7636
50804   9.7778  17.7636
50805  12.5470  17.7636
50806  15.3163  17.7636
50807  18.0855  17.7636
50808  20.8547  17.7636
50809  23.6239  17.7636
50810  26.3932  17.7636
50811  29.1624  17.7636
50812  31.9316  17.7636
50813  34.7009  17.7636
50814  37.4701  17.7636
50815  40.2393  17.7636
50816  43.0086  17.7636
50817  45.7778  17.7636
50818  48.5470  17.7636
50819  51.3163  17.7636
50820  54.0855  17.7636
50821  56.8547  17.7636
50822  59.6239  17.7636
50823  62.3932  17.7636
50824  65.1624  17.7636
50825  67.9316  17.7636
50826  70.7009  17.7636
50827  73.4701  17.7636
50828  76.2393  17.7636
50829  79.0086  17.7636
50830  81.7778  17.7636
50831  84.5470  17.7636
50832  87.3163  17.7636
50833  90.0855  17.7636
50834  92.8547  17.7636
50835  95.6239  17.7636
50836  98.3932  17.7636
50837 101.1624  17.7636
50838 103.9316  17.7636
50839 106.7009  17.7636
50840 109.4701  17.7636
50841 112.2393  17.7636
50842 115.0086  17.7636
50843 117.7778  17.7636
50844 120.5470  17.7636
50845 123.3163  17.7636
50846 126.0855  17.7636
50847 128.8547  17.7636
50848 131.6239  17.7636
50849 134.3932  17.7636
50850 137.1624  17.7636
50851 139.9316  17.7636
50852 142.7009  17.7636
50853 145.4701  17.7636
50854 148.2393  17.7636
50855 151.0086  17.7636
50856 153.7778  17.7636
50857 156.5470  17.7636
50858 159.3163  17.7636
50859 162.0855  17.7636
50860 164.8547  17.7636
50861 167.6239  17.7636
50862 170.3932  17.7636
50863 173.1624  17.7636
50864 175.9316  17.7636
50865 178.7009  17.7636
50866 181.4701  17.7636
50867 184.2393  17.7636
50868 187.0086  17.7636
50869 189.7778  17.7636
50870 192.5470  17.7636
50871 195.3163  17.7636
50872 198.0855  17.7636
50873 200.8547  17.7636
50874 203.6239  17.7636
50875 206.3932  17.7636
50876 209.1624  17.7636
50877 211.9316  17.7636
50878 214.7009  17.7636
50879 217.4701  17.7636
50880 220.2393  17.7636
50881 223.0086  17.7636
50882 225.7778  17.7636
50883 228.5470  17.7636
50884 231.3163  17.7636
50885 234.0855  17.7636
50886 236.8547  17.7636
50887 239.6239  17.7636
50888 242.3932  17.7636
50889 245.1624  17.7636
50890 247.9316  17.7636
50891 250.7009  17.7636
50892 253.4701  17.7636
50893 256.2393  17.7636
50894 259.0086  17.7636
50895 261.7778  17.7636
50896 264.5470  17.7636
50897 267.3163  17.7636
50898 270.0855  17.7636
50899 272.8547  17.7636
50900 275.6239  17.7636
50901 278.3932  17.7636
50902 281.1624  17.7636
50903 283.9316  17.7636
50904 286.7009  17.7636
50905 289.4701  17.7636
50906 292.2393  17.7636
50907 295.0086  17.7636
50908 297.7778  17.7636
50909 300.5470  17.7636
50910 303.3163  17.7636
50911 306.0855  17.7636
50912 308.8547  17.7636
50913 311.6239  17.7636
50914 314.3932  17.7636
50915 317.1624  17.7636
50916 319.9316  17.7636
50917 322.7009  17.7636
50918 325.4701  17.7636
50919 328.2393  17.7636
50920 331.0086  17.7636
50921 333.7778  17.7636
50922 336.5470  17.7636
50923 339.3163  17.7636
50924 342.0855  17.7636
50925 344.8547  17.7636
50926 347.6239  17.7636
50927 350.3932  17.7636
50928 353.1624  17.7636
50929 355.9316  17.7636
50930 358.7009  17.7636
50931   1.4946  20.4909
50932   4.3071  20.4909
50933   7.1196  20.4909
50934   9.9321  20.4909
50935  12.7446  20.4909
50936  15.5571  20.4909
50937  18.3696  20.4909
50938  21.1821  20.4909
50939  23.9946  20.4909
50940  26.8071  20.4909
50941  29.6196  20.4909
50942  32.4321  20.4909
50943  35.2446  20.4909
50944  38.0571  20.4909
50945  40.8696  20.4909
50946  43.6821  20.4909
50947  46.4946  20.4909
50948  49.3071  20.4909
50949  52.1196  20.4909
50950  54.9321  20.4909
50951  57.7446  20.4909
50952  60.5571  20.4909
50953  63.3696  20.4909
50954  66.1821  20.4909
50955  68.9946  20.4909
50956  71.8071  20.4909
50957  74.6196  20.4909
50958  77.4321  20.4909
50959  80.2446  20.4909
50960  83.0571  20.4909
50961  85.8696  20.4909
50962  88.6821  20.4909
50963  91.4946  20.4909
50964  94.3071  20.4909
50965  97.1196  20.4909
50966  99.9321  20.4909
50967 102.7446  20.4909
50968 105.5571  20.4909
50969 108.3696  20.4909
50970 111.1821  20.4909
50971 113.9946  20.4909
50972 116.8071  20.4909
50973 119.6196  20.4909
50974 122.4321  20.4909
50975 125.2446  20.4909
50976 128.0571  20.4909
50977 130.8696  20.4909
50978 133.6821  20.4909
50979 136.4946  20.4909
50980 139.3071  20.4909
50981 142.1196  20.4909
50982 144.9321  20.4909
50983 147.7446  20.4909
50984 150.5571  20.4909
50985 153.3696  20.4909
50986 156.1821  20.4909
50987 158.9946  20.4909
50988 161.8071  20.4909
50989 164.6196  20.4909
50990 167.4321  20.4909
50991 170.2446  20.4909
50992 173.0571  20.4909
50993 175.8696  20.4909
50994 178.6821  20.4909
50995 181.4946  20.4909
50996 184.3071  20.4909
50997 187.1196  20.4909
50998 189.9321  20.4909
50999 192.7446  20.4909
51000 195.5571  20.4909
51001 198.3696  20.4909
51002 201.1821  20.4909
51003 203.9946  20.4909
51004 206.8071  20.4909
51005 209.6196  20.4909
51006 212.4321  20.4909
51007 215.2446  20.4909
51008 218.0571  20.4909
51009 220.8696  20.4909
51010 223.6821  20.4909
51011 226.4946  20.4909
51012 229.3071  20.4909
51013 232.1196  20.4909
51014 234.9321  20.4909
51015 237.7446  20.4909
51016 240.5571  20.4909
51017 243.3696  20.4909
51018 246.1821  20.4909
51019 248.9946  20.4909
51020 251.8071  20.4909
51021 254.6196  20.4909
51022 257.4321  20.4909
51023 260.2446  20.4909
51024 263.0571  20.4909
51025 265.8696  20.4909
51026 268.6821  20.4909
51027 271.4946  20.4909
51028 274.3071  20.4909
51029 277.1196  20.4909
51030 279.9321  20.4909
51031 282.7446  20.4909
51032 285.5571  20.4909
51033 288.3696  20.4909
51034 291.1821  20.4909
51035 293.9946  20.4909
51036 296.8071  20.4909
51037 299.6196  20.4909
51038 302.4321  20.4909
51039 305.2446  20.4909
51040 308.0571  20.4909
51041 310.8696  20.4909
51042 313.6821  20.4909
51043 316.4946  20.4909
51044 319.3071  20.4909
51045 322.1196  20.4909
51046 324.9321  20.4909
51047 327.7446  20.4909
51048 330.5571  20.4909
51049 333.3696  20.4909
51050 336.1821  20.4909
51051 338.9946  20.4909
51052 341.8071  20.4909
51053 344.6196  20.4909
51054 347.4321  20.4909
51055 350.2446  20.4909
51056 353.0571  20.4909
51057 355.8696  20.4909
51058 358.6821  20.4909
51059   1.5234  23.2182
51060   4.4034  23.2182
51061   7.2834  23.2182
51062  10.1634  23.2182
51063  13.0434  23.2182
51064  15.9234  23.2182
51065  18.8034  23.2182
51066  21.6834  23.2182
51067  24.5634  23.2182
51068  27.4434  23.2182
51069  30.3234  23.2182
51070  33.2034  23.2182
51071  36.0834  23.2182
51072  38.9634  23.2182
51073  41.8434  23.2182
51074  44.7234  23.2182
51075  47.6034  23.2182
51076  50.4834  23.2182
51077  53.3634  23.2182
51078  56.2434  23.2182
51079  59.1234  23.2182
51080  62.0034  23.2182
51081  64.8834  23.2182
51082  67.7634  23.2182
51083  70.6434  23.2182
51084  73.5234  23.2182
51085  76.4034  23.2182
51086  79.2834  23.2182
51087  82.1634  23.2182
51088  85.0434  23.2182
51089  87.9234  23.2182
51090  90.8034  23.2182
51091  93.6834  23.2182
51092  96.5634  23.2182
51093  99.4434  23.2182
51094 102.3234  23.2182
51095 105.2034  23.2182
51096 108.0834  23.2182
51097 110.9634  23.2182
51098 113.8434  23.2182
51099 116.7234  23.2182
51100 119.6034  23.2182
51101 122.4834  23.2182
51102 125.3634  23.2182
51103 128.2434  23.2182
51104 131.1234  23.2182
51105 134.0034  23.2182
51106 136.8834  23.2182
51107 139.7634  23.2182
51108 142.6434  23.2182
51109 145.5234  23.2182
51110 148.4034  23.2182
51111 151.2834  23.2182
51112 154.1634  23.2182
51113 157.0434  23.2182
51114 159.9234  23.2182
51115 162.8034  23.2182
51116 165.6834  23.2182
51117 168.5634  23.2182
51118 171.4434  23.2182
51119 174.3234  23.2182
51120 177.2034  23.2182
51121 180.0834  23.2182
51122 182.9634  23.2182
51123 185.8434  23.2182
51124 188.7234  23.2182
51125 191.6034  23.2182
51126 194.4834  23.2182
51127 197.3634  23.2182
51128 200.2434  23.2182
51129 203.1234  23.2182
51130 206.0034  23.2182
51131 208.8834  23.2182
51132 211.7634  23.2182
51133 214.6434  23.2182
51134 217.5234  23.2182
51135 220.4034  23.2182
51136 223.2834  23.2182
51137 226.1634  23.2182
51138 229.0434  23.2182
51139 231.9234  23.2182
51140 234.8034  23.2182
51141 237.6834  23.2182
51142 240.5634  23.2182
51143 243.4434  23.2182
51144 246.3234  23.2182
51145 249.2034  23.2182
51146 252.0834  23.2182
51147 254.9634  23.2182
51148 257.8434  23.2182
51149 260.7234  23.2182
51150 263.6034  23.2182
51151 266.4834  23.2182
51152 269.3634  23.2182
51153 272.2434  23.2182
51154 275.1234  23.2182
51155 278.0034  23.2182
51156 280.8834  23.2182
51157 283.7634  23.2182
51158 286.6434  23.2182
51159 289.5234  23.2182
51160 292.4034  23.2182
51161 295.2834  23.2182
51162 298.1634  23.2182
51163 301.0434  23.2182
51164 303.9234  23.2182
51165 306.8034  23.2182
51166 309.6834  23.2182
51167 312.5634  23.2182
51168 315.4434  23.2182
51169 318.3234  23.2182
51170 321.2034  23.2182
51171 324.0834  23.2182
51172 326.9634  23.2182
51173 329.8434  23.2182
51174 332.7234  23.2182
51175 335.6034  23.2182
51176 338.4834  23.2182
51177 341.3634  23.2182
51178 344.2434  23.2182
51179 347.1234  23.2182
51180 350.0034  23.2182
51181 352.8834  23.2182
51182 355.7634  23.2182
51183 358.6434  23.2182
51184   1.5569  25.9455
51185   4.5077  25.9455
51186   7.4585  25.9455
51187  10.4094  25.9455
51188  13.3602  25.9455
51189  16.3110  25.9455
51190  19.2618  25.9455
51191  22.2126  25.9455
51192  25.1635  25.9455
51193  28.1143  25.9455
51194  31.0651  25.9455
51195  34.0159  25.9455
51196  36.9667  25.9455
51197  39.9176  25.9455
51198  42.8684  25.9455
51199  45.8192  25.9455
51200  48.7700  25.9455
51201  51.7208  25.9455
51202  54.6717  25.9455
51203  57.6225  25.9455
51204  60.5733  25.9455
51205  63.5241  25.9455
51206  66.4749  25.9455
51207  69.4258  25.9455
51208  72.3766  25.9455
51209  75.3274  25.9455
51210  78.2782  25.9455
51211  81.2290  25.9455
51212  84.1799  25.9455
51213  87.1307  25.9455
51214  90.0815  25.9455
51215  93.0323  25.9455
51216  95.9831  25.9455
51217  98.9339  25.9455
51218 101.8848  25.9455
51219 104.8356  25.9455
51220 107.7864  25.9455
51221 110.7372  25.9455
51222 113.6880  25.9455
51223 116.6389  25.9455
51224 119.5897  25.9455
51225 122.5405  25.9455
51226 125.4913  25.9455
51227 128.4421  25.9455
51228 131.3930  25.9455
51229 134.3438  25.9455
51230 137.2946  25.9455
51231 140.2454  25.9455
51232 143.1962  25.9455
51233 146.1471  25.9455
51234 149.0979  25.9455
51235 152.0487  25.9455
51236 154.9995  25.9455
51237 157.9503  25.9455
51238 160.9012  25.9455
51239 163.8520  25.9455
51240 166.8028  25.9455
51241 169.7536  25.9455
51242 172.7044  25.9455
51243 175.6553  25.9455
51244 178.6061  25.9455
51245 181.5569  25.9455
51246 184.5077  25.9455
51247 187.4585  25.9455
51248 190.4094  25.9455
51249 193.3602  25.9455
51250 196.3110  25.9455
51251 199.2618  25.9455
51252 202.2126  25.9455
51253 205.1635  25.9455
51254 208.1143  25.9455
51255 211.0651  25.9455
51256 214.0159  25.9455
51257 216.9667  25.9455
51258 219.9176  25.9455
51259 222.8684  25.9455
51260 225.8192  25.9455
51261 228.7700  25.9455
51262 231.7208  25.9455
51263 234.6717  25.9455
51264 237.6225  25.9455
51265 240.5733  25.9455
51266 243.5241  25.9455
51267 246.4749  25.9455
51268 249.4258  25.9455
51269 252.3766  25.9455
51270 255.3274  25.9455
51271 258.2782  25.9455
51272 261.2290  25.9455
51273 264.1799  25.9455
51274 267.1307  25.9455
51275 270.0815  25.9455
51276 273.0323  25.9455
51277 275.9831  25.9455
51278 278.9339  25.9455
51279 281.8848  25.9455
51280 284.8356  25.9455
51281 287.7864  25.9455
51282 290.7372  25.9455
51283 293.6880  25.9455
51284 296.6389  25.9455
51285 299.5897  25.9455
51286 302.5405  25.9455
51287 305.4913  25.9455
51288 308.4421  25.9455
51289 311.3930  25.9455
51290 314.3438  25.9455
51291 317.2946  25.9455
51292 320.2454  25.9455
51293 323.1962  25.9455
51294 326.1471  25.9455
51295 329.0979  25.9455
51296 332.0487  25.9455
51297 334.9995  25.9455
51298 337.9503  25.9455
51299 340.9012  25.9455
51300 343.8520  25.9455
51301 346.8028  25.9455
51302 349.7536  25.9455
51303 352.7044  25.9455
51304 355.6553  25.9455
51305 358.6061  25.9455
51306   1.5957  28.6727
51307   4.6209  28.6727
51308   7.6461  28.6727
51309  10.6713  28.6727
51310  13.6965  28.6727
51311  16.7218  28.6727
51312  19.7470  28.6727
51313  22.7722  28.6727
51314  25.7974  28.6727
51315  28.8226  28.6727
51316  31.8478  28.6727
51317  34.8730  28.6727
51318  37.8982  28.6727
51319  40.9234  28.6727
51320  43.9486  28.6727
51321  46.9739  28.6727
51322  49.9991  28.6727
51323  53.0243  28.6727
51324  56.0495  28.6727
51325  59.0747  28.6727
51326  62.0999  28.6727
51327  65.1251  28.6727
51328  68.1503  28.6727
51329  71.1755  28.6727
51330  74.2007  28.6727
51331  77.2260  28.6727
51332  80.2512  28.6727
51333  83.2764  28.6727
51334  86.3016  28.6727
51335  89.3268  28.6727
51336  92.3520  28.6727
51337  95.3772  28.6727
51338  98.4024  28.6727
51339 101.4276  28.6727
51340 104.4528  28.6727
51341 107.4781  28.6727
51342 110.5033  28.6727
51343 113.5285  28.6727
51344 116.5537  28.6727
51345 119.5789  28.6727
51346 122.6041  28.6727
51347 125.6293  28.6727
51348 128.6545  28.6727
51349 131.6797  28.6727
51350 134.7049  28.6727
51351 137.7302  28.6727
51352 140.7554  28.6727
51353 143.7806  28.6727
51354 146.8058  28.6727
51355 149.8310  28.6727
51356 152.8562  28.6727
51357 155.8814  28.6727
51358 158.9066  28.6727
51359 161.9318  28.6727
51360 164.9570  28.6727
51361 167.9823  28.6727
51362 171.0075  28.6727
51363 174.0327  28.6727
51364 177.0579  28.6727
51365 180.0831  28.6727
51366 183.1083  28.6727
51367 186.1335  28.6727
51368 189.1587  28.6727
51369 192.1839  28.6727
51370 195.2091  28.6727
51371 198.2344  28.6727
51372 201.2596  28.6727
51373 204.2848  28.6727
51374 207.3100  28.6727
51375 210.3352  28.6727
51376 213.3604  28.6727
51377 216.3856  28.6727
51378 219.4108  28.6727
51379 222.4360  28.6727
51380 225.4612  28.6727
51381 228.4865  28.6727
51382 231.5117  28.6727
51383 234.5369  28.6727
51384 237.5621  28.6727
51385 240.5873  28.6727
51386 243.6125  28.6727
51387 246.6377  28.6727
51388 249.6629  28.6727
51389 252.6881  28.6727
51390 255.7133  28.6727
51391 258.7386  28.6727
51392 261.7638  28.6727
51393 264.7890  28.6727
51394 267.8142  28.6727
51395 270.8394  28.6727
51396 273.8646  28.6727
51397 276.8898  28.6727
51398 279.9150  28.6727
51399 282.9402  28.6727
51400 285.9654  28.6727
51401 288.9907  28.6727
51402 292.0159  28.6727
51403 295.0411  28.6727
51404 298.0663  28.6727
51405 301.0915  28.6727
51406 304.1167  28.6727
51407 307.1419  28.6727
51408 310.1671  28.6727
51409 313.1923  28.6727
51410 316.2175  28.6727
51411 319.2428  28.6727
51412 322.2680  28.6727
51413 325.2932  28.6727
51414 328.3184  28.6727
51415 331.3436  28.6727
51416 334.3688  28.6727
51417 337.3940  28.6727
51418 340.4192  28.6727
51419 343.4444  28.6727
51420 346.4696  28.6727
51421 349.4949  28.6727
51422 352.5201  28.6727
51423 355.5453  28.6727
51424 358.5705  28.6727
51425   1.6402  31.4000
51426   4.7436  31.4000
51427   7.8471  31.4000
51428  10.9505  31.4000
51429  14.0540  31.4000
51430  17.1574  31.4000
51431  20.2609  31.4000
51432  23.3643  31.4000
51433  26.4678  31.4000
51434  29.5712  31.4000
51435  32.6747  31.4000
51436  35.7781  31.4000
51437  38.8816  31.4000
51438  41.9850  31.4000
51439  45.0885  31.4000
51440  48.1919  31.4000
51441  51.2954  31.4000
51442  54.3988  31.4000
51443  57.5023  31.4000
51444  60.6057  31.4000
51445  63.7092  31.4000
51446  66.8126  31.4000
51447  69.9161  31.4000
51448  73.0195  31.4000
51449  76.1230  31.4000
51450  79.2264  31.4000
51451  82.3299  31.4000
51452  85.4333  31.4000
51453  88.5368  31.4000
51454  91.6402  31.4000
51455  94.7436  31.4000
51456  97.8471  31.4000
51457 100.9505  31.4000
51458 104.0540  31.4000
51459 107.1574  31.4000
51460 110.2609  31.4000
51461 113.3643  31.4000
51462 116.4678  31.4000
51463 119.5712  31.4000
51464 122.6747  31.4000
51465 125.7781  31.4000
51466 128.8816  31.4000
51467 131.9850  31.4000
51468 135.0885  31.4000
51469 138.1919  31.4000
51470 141.2954  31.4000
51471 144.3988  31.4000
51472 147.5023  31.4000
51473 150.6057  31.4000
51474 153.7092  31.4000
51475 156.8126  31.4000
51476 159.9161  31.4000
51477 163.0195  31.4000
51478 166.1230  31.4000
51479 169.2264  31.4000
51480 172.3299  31.4000
51481 175.4333  31.4000
51482 178.5368  31.4000
51483 181.6402  31.4000
51484 184.7436  31.4000
51485 187.8471  31.4000
51486 190.9505  31.4000
51487 194.0540  31.4000
51488 197.1574  31.4000
51489 200.2609  31.4000
51490 203.3643  31.4000
51491 206.4678  31.4000
51492 209.5712  31.4000
51493 212.6747  31.4000
51494 215.7781  31.4000
51495 218.8816  31.4000
51496 221.9850  31.4000
51497 225.0885  31.4000
51498 228.1919  31.4000
51499 231.2954  31.4000
51500 234.3988  31.4000
51501 237.5023  31.4000
51502 240.6057  31.4000
51503 243.7092  31.4000
51504 246.8126  31.4000
51505 249.9161  31.4000
51506 253.0195  31.4000
51507 256.1230  31.4000
51508 259.2264  31.4000
51509 262.3299  31.4000
51510 265.4333  31.4000
51511 268.5368  31.4000
51512 271.6402  31.4000
51513 274.7436  31.4000
51514 277.8471  31.4000
51515 280.9505  31.4000
51516 284.0540  31.4000
51517 287.1574  31.4000
51518 290.2609  31.4000
51519 293.3643  31.4000
51520 296.4678  31.4000
51521 299.5712  31.4000
51522 302.6747  31.4000
51523 305.7781  31.4000
