#field RA        DEC
51524 308.8816  31.4000
51525 311.9850  31.4000
51526 315.0885  31.4000
51527 318.1919  31.4000
51528 321.2954  31.4000
51529 324.3988  31.4000
51530 327.5023  31.4000
51531 330.6057  31.4000
51532 333.7092  31.4000
51533 336.8126  31.4000
51534 339.9161  31.4000
51535 343.0195  31.4000
51536 346.1230  31.4000
51537 349.2264  31.4000
51538 352.3299  31.4000
51539 355.4333  31.4000
51540 358.5368  31.4000
51541   1.6912  34.1273
51542   4.8770  34.1273
51543   8.0629  34.1273
51544  11.2487  34.1273
51545  14.4346  34.1273
51546  17.6204  34.1273
51547  20.8062  34.1273
51548  23.9921  34.1273
51549  27.1779  34.1273
51550  30.3638  34.1273
51551  33.5496  34.1273
51552  36.7354  34.1273
51553  39.9213  34.1273
51554  43.1071  34.1273
51555  46.2930  34.1273
51556  49.4788  34.1273
51557  52.6647  34.1273
51558  55.8505  34.1273
51559  59.0363  34.1273
51560  62.2222  34.1273
51561  65.4080  34.1273
51562  68.5939  34.1273
51563  71.7797  34.1273
51564  74.9655  34.1273
51565  78.1514  34.1273
51566  81.3372  34.1273
51567  84.5231  34.1273
51568  87.7089  34.1273
51569  90.8947  34.1273
51570  94.0806  34.1273
51571  97.2664  34.1273
51572 100.4523  34.1273
51573 103.6381  34.1273
51574 106.8239  34.1273
51575 110.0098  34.1273
51576 113.1956  34.1273
51577 116.3815  34.1273
51578 119.5673  34.1273
51579 122.7531  34.1273
51580 125.9390  34.1273
51581 129.1248  34.1273
51582 132.3107  34.1273
51583 135.4965  34.1273
51584 138.6824  34.1273
51585 141.8682  34.1273
51586 145.0540  34.1273
51587 148.2399  34.1273
51588 151.4257  34.1273
51589 154.6116  34.1273
51590 157.7974  34.1273
51591 160.9832  34.1273
51592 164.1691  34.1273
51593 167.3549  34.1273
51594 170.5408  34.1273
51595 173.7266  34.1273
51596 176.9124  34.1273
51597 180.0983  34.1273
51598 183.2841  34.1273
51599 186.4700  34.1273
51600 189.6558  34.1273
51601 192.8416  34.1273
51602 196.0275  34.1273
51603 199.2133  34.1273
51604 202.3992  34.1273
51605 205.5850  34.1273
51606 208.7708  34.1273
51607 211.9567  34.1273
51608 215.1425  34.1273
51609 218.3284  34.1273
51610 221.5142  34.1273
51611 224.7000  34.1273
51612 227.8859  34.1273
51613 231.0717  34.1273
51614 234.2576  34.1273
51615 237.4434  34.1273
51616 240.6293  34.1273
51617 243.8151  34.1273
51618 247.0009  34.1273
51619 250.1868  34.1273
51620 253.3726  34.1273
51621 256.5585  34.1273
51622 259.7443  34.1273
51623 262.9301  34.1273
51624 266.1160  34.1273
51625 269.3018  34.1273
51626 272.4877  34.1273
51627 275.6735  34.1273
51628 278.8593  34.1273
51629 282.0452  34.1273
51630 285.2310  34.1273
51631 288.4169  34.1273
51632 291.6027  34.1273
51633 294.7885  34.1273
51634 297.9744  34.1273
51635 301.1602  34.1273
51636 304.3461  34.1273
51637 307.5319  34.1273
51638 310.7177  34.1273
51639 313.9036  34.1273
51640 317.0894  34.1273
51641 320.2753  34.1273
51642 323.4611  34.1273
51643 326.6470  34.1273
51644 329.8328  34.1273
51645 333.0186  34.1273
51646 336.2045  34.1273
51647 339.3903  34.1273
51648 342.5762  34.1273
51649 345.7620  34.1273
51650 348.9478  34.1273
51651 352.1337  34.1273
51652 355.3195  34.1273
51653 358.5054  34.1273
51654   1.7496  36.8545
51655   5.0223  36.8545
51656   8.2951  36.8545
51657  11.5678  36.8545
51658  14.8405  36.8545
51659  18.1132  36.8545
51660  21.3860  36.8545
51661  24.6587  36.8545
51662  27.9314  36.8545
51663  31.2041  36.8545
51664  34.4769  36.8545
51665  37.7496  36.8545
51666  41.0223  36.8545
51667  44.2951  36.8545
51668  47.5678  36.8545
51669  50.8405  36.8545
51670  54.1132  36.8545
51671  57.3860  36.8545
51672  60.6587  36.8545
51673  63.9314  36.8545
51674  67.2041  36.8545
51675  70.4769  36.8545
51676  73.7496  36.8545
51677  77.0223  36.8545
51678  80.2951  36.8545
51679  83.5678  36.8545
51680  86.8405  36.8545
51681  90.1132  36.8545
51682  93.3860  36.8545
51683  96.6587  36.8545
51684  99.9314  36.8545
51685 103.2041  36.8545
51686 106.4769  36.8545
51687 109.7496  36.8545
51688 113.0223  36.8545
51689 116.2951  36.8545
51690 119.5678  36.8545
51691 122.8405  36.8545
51692 126.1132  36.8545
51693 129.3860  36.8545
51694 132.6587  36.8545
51695 135.9314  36.8545
51696 139.2041  36.8545
51697 142.4769  36.8545
51698 145.7496  36.8545
51699 149.0223  36.8545
51700 152.2951  36.8545
51701 155.5678  36.8545
51702 158.8405  36.8545
51703 162.1132  36.8545
51704 165.3860  36.8545
51705 168.6587  36.8545
51706 171.9314  36.8545
51707 175.2041  36.8545
51708 178.4769  36.8545
51709 181.7496  36.8545
51710 185.0223  36.8545
51711 188.2951  36.8545
51712 191.5678  36.8545
51713 194.8405  36.8545
51714 198.1132  36.8545
51715 201.3860  36.8545
51716 204.6587  36.8545
51717 207.9314  36.8545
51718 211.2041  36.8545
51719 214.4769  36.8545
51720 217.7496  36.8545
51721 221.0223  36.8545
51722 224.2951  36.8545
51723 227.5678  36.8545
51724 230.8405  36.8545
51725 234.1132  36.8545
51726 237.3860  36.8545
51727 240.6587  36.8545
51728 243.9314  36.8545
51729 247.2041  36.8545
51730 250.4769  36.8545
51731 253.7496  36.8545
51732 257.0223  36.8545
51733 260.2951  36.8545
51734 263.5678  36.8545
51735 266.8405  36.8545
51736 270.1132  36.8545
51737 273.3860  36.8545
51738 276.6587  36.8545
51739 279.9314  36.8545
51740 283.2041  36.8545
51741 286.4769  36.8545
51742 289.7496  36.8545
51743 293.0223  36.8545
51744 296.2951  36.8545
51745 299.5678  36.8545
51746 302.8405  36.8545
51747 306.1132  36.8545
51748 309.3860  36.8545
51749 312.6587  36.8545
51750 315.9314  36.8545
51751 319.2041  36.8545
51752 322.4769  36.8545
51753 325.7496  36.8545
51754 329.0223  36.8545
51755 332.2951  36.8545
51756 335.5678  36.8545
51757 338.8405  36.8545
51758 342.1132  36.8545
51759 345.3860  36.8545
51760 348.6587  36.8545
51761 351.9314  36.8545
51762 355.2041  36.8545
51763 358.4769  36.8545
51764   1.8165  39.5818
51765   5.2127  39.5818
51766   8.6090  39.5818
51767  12.0052  39.5818
51768  15.4014  39.5818
51769  18.7976  39.5818
51770  22.1939  39.5818
51771  25.5901  39.5818
51772  28.9863  39.5818
51773  32.3825  39.5818
51774  35.7788  39.5818
51775  39.1750  39.5818
51776  42.5712  39.5818
51777  45.9674  39.5818
51778  49.3637  39.5818
51779  52.7599  39.5818
51780  56.1561  39.5818
51781  59.5523  39.5818
51782  62.9486  39.5818
51783  66.3448  39.5818
51784  69.7410  39.5818
51785  73.1373  39.5818
51786  76.5335  39.5818
51787  79.9297  39.5818
51788  83.3259  39.5818
51789  86.7222  39.5818
51790  90.1184  39.5818
51791  93.5146  39.5818
51792  96.9108  39.5818
51793 100.3071  39.5818
51794 103.7033  39.5818
51795 107.0995  39.5818
51796 110.4957  39.5818
51797 113.8920  39.5818
51798 117.2882  39.5818
51799 120.6844  39.5818
51800 124.0807  39.5818
51801 127.4769  39.5818
51802 130.8731  39.5818
51803 134.2693  39.5818
51804 137.6656  39.5818
51805 141.0618  39.5818
51806 144.4580  39.5818
51807 147.8542  39.5818
51808 151.2505  39.5818
51809 154.6467  39.5818
51810 158.0429  39.5818
51811 161.4391  39.5818
51812 164.8354  39.5818
51813 168.2316  39.5818
51814 171.6278  39.5818
51815 175.0240  39.5818
51816 178.4203  39.5818
51817 181.8165  39.5818
51818 185.2127  39.5818
51819 188.6090  39.5818
51820 192.0052  39.5818
51821 195.4014  39.5818
51822 198.7976  39.5818
51823 202.1939  39.5818
51824 205.5901  39.5818
51825 208.9863  39.5818
51826 212.3825  39.5818
51827 215.7788  39.5818
51828 219.1750  39.5818
51829 222.5712  39.5818
51830 225.9674  39.5818
51831 229.3637  39.5818
51832 232.7599  39.5818
51833 236.1561  39.5818
51834 239.5523  39.5818
51835 242.9486  39.5818
51836 246.3448  39.5818
51837 249.7410  39.5818
51838 253.1373  39.5818
51839 256.5335  39.5818
51840 259.9297  39.5818
51841 263.3259  39.5818
51842 266.7222  39.5818
51843 270.1184  39.5818
51844 273.5146  39.5818
51845 276.9108  39.5818
51846 280.3071  39.5818
51847 283.7033  39.5818
51848 287.0995  39.5818
51849 290.4957  39.5818
51850 293.8920  39.5818
51851 297.2882  39.5818
51852 300.6844  39.5818
51853 304.0807  39.5818
51854 307.4769  39.5818
51855 310.8731  39.5818
51856 314.2693  39.5818
51857 317.6656  39.5818
51858 321.0618  39.5818
51859 324.4580  39.5818
51860 327.8542  39.5818
51861 331.2505  39.5818
51862 334.6467  39.5818
51863 338.0429  39.5818
51864 341.4391  39.5818
51865 344.8354  39.5818
51866 348.2316  39.5818
51867 351.6278  39.5818
51868 355.0240  39.5818
51869 358.4203  39.5818
51870   1.8931  42.3091
51871   5.4225  42.3091
51872   8.9519  42.3091
51873  12.4813  42.3091
51874  16.0107  42.3091
51875  19.5402  42.3091
51876  23.0696  42.3091
51877  26.5990  42.3091
51878  30.1284  42.3091
51879  33.6578  42.3091
51880  37.1872  42.3091
51881  40.7166  42.3091
51882  44.2460  42.3091
51883  47.7755  42.3091
51884  51.3049  42.3091
51885  54.8343  42.3091
51886  58.3637  42.3091
51887  61.8931  42.3091
51888  65.4225  42.3091
51889  68.9519  42.3091
51890  72.4813  42.3091
51891  76.0107  42.3091
51892  79.5402  42.3091
51893  83.0696  42.3091
51894  86.5990  42.3091
51895  90.1284  42.3091
51896  93.6578  42.3091
51897  97.1872  42.3091
51898 100.7166  42.3091
51899 104.2460  42.3091
51900 107.7755  42.3091
51901 111.3049  42.3091
51902 114.8343  42.3091
51903 118.3637  42.3091
51904 121.8931  42.3091
51905 125.4225  42.3091
51906 128.9519  42.3091
51907 132.4813  42.3091
51908 136.0107  42.3091
51909 139.5402  42.3091
51910 143.0696  42.3091
51911 146.5990  42.3091
51912 150.1284  42.3091
51913 153.6578  42.3091
51914 157.1872  42.3091
51915 160.7166  42.3091
51916 164.2460  42.3091
51917 167.7755  42.3091
51918 171.3049  42.3091
51919 174.8343  42.3091
51920 178.3637  42.3091
51921 181.8931  42.3091
51922 185.4225  42.3091
51923 188.9519  42.3091
51924 192.4813  42.3091
51925 196.0107  42.3091
51926 199.5402  42.3091
51927 203.0696  42.3091
51928 206.5990  42.3091
51929 210.1284  42.3091
51930 213.6578  42.3091
51931 217.1872  42.3091
51932 220.7166  42.3091
51933 224.2460  42.3091
51934 227.7755  42.3091
51935 231.3049  42.3091
51936 234.8343  42.3091
51937 238.3637  42.3091
51938 241.8931  42.3091
51939 245.4225  42.3091
51940 248.9519  42.3091
51941 252.4813  42.3091
51942 256.0107  42.3091
51943 259.5402  42.3091
51944 263.0696  42.3091
51945 266.5990  42.3091
51946 270.1284  42.3091
51947 273.6578  42.3091
51948 277.1872  42.3091
51949 280.7166  42.3091
51950 284.2460  42.3091
51951 287.7755  42.3091
51952 291.3049  42.3091
51953 294.8343  42.3091
51954 298.3637  42.3091
51955 301.8931  42.3091
51956 305.4225  42.3091
51957 308.9519  42.3091
51958 312.4813  42.3091
51959 316.0107  42.3091
51960 319.5402  42.3091
51961 323.0696  42.3091
51962 326.5990  42.3091
51963 330.1284  42.3091
51964 333.6578  42.3091
51965 337.1872  42.3091
51966 340.7166  42.3091
51967 344.2460  42.3091
51968 347.7755  42.3091
51969 351.3049  42.3091
51970 354.8343  42.3091
51971 358.3637  42.3091
51972   1.9812  45.0364
51973   5.6547  45.0364
51974   9.3281  45.0364
51975  13.0016  45.0364
51976  16.6751  45.0364
51977  20.3485  45.0364
51978  24.0220  45.0364
51979  27.6955  45.0364
51980  31.3690  45.0364
51981  35.0424  45.0364
51982  38.7159  45.0364
51983  42.3894  45.0364
51984  46.0628  45.0364
51985  49.7363  45.0364
51986  53.4098  45.0364
51987  57.0832  45.0364
51988  60.7567  45.0364
51989  64.4302  45.0364
51990  68.1036  45.0364
51991  71.7771  45.0364
51992  75.4506  45.0364
51993  79.1241  45.0364
51994  82.7975  45.0364
51995  86.4710  45.0364
51996  90.1445  45.0364
51997  93.8179  45.0364
51998  97.4914  45.0364
51999 101.1649  45.0364
52000 104.8383  45.0364
52001 108.5118  45.0364
52002 112.1853  45.0364
52003 115.8588  45.0364
52004 119.5322  45.0364
52005 123.2057  45.0364
52006 126.8792  45.0364
52007 130.5526  45.0364
52008 134.2261  45.0364
52009 137.8996  45.0364
52010 141.5730  45.0364
52011 145.2465  45.0364
52012 148.9200  45.0364
52013 152.5934  45.0364
52014 156.2669  45.0364
52015 159.9404  45.0364
52016 163.6139  45.0364
52017 167.2873  45.0364
52018 170.9608  45.0364
52019 174.6343  45.0364
52020 178.3077  45.0364
52021 181.9812  45.0364
52022 185.6547  45.0364
52023 189.3281  45.0364
52024 193.0016  45.0364
52025 196.6751  45.0364
52026 200.3485  45.0364
52027 204.0220  45.0364
52028 207.6955  45.0364
52029 211.3690  45.0364
52030 215.0424  45.0364
52031 218.7159  45.0364
52032 222.3894  45.0364
52033 226.0628  45.0364
52034 229.7363  45.0364
52035 233.4098  45.0364
52036 237.0832  45.0364
52037 240.7567  45.0364
52038 244.4302  45.0364
52039 248.1036  45.0364
52040 251.7771  45.0364
52041 255.4506  45.0364
52042 259.1241  45.0364
52043 262.7975  45.0364
52044 266.4710  45.0364
52045 270.1445  45.0364
52046 273.8179  45.0364
52047 277.4914  45.0364
52048 281.1649  45.0364
52049 284.8383  45.0364
52050 288.5118  45.0364
52051 292.1853  45.0364
52052 295.8588  45.0364
52053 299.5322  45.0364
52054 303.2057  45.0364
52055 306.8792  45.0364
52056 310.5526  45.0364
52057 314.2261  45.0364
52058 317.8996  45.0364
52059 321.5730  45.0364
52060 325.2465  45.0364
52061 328.9200  45.0364
52062 332.5934  45.0364
52063 336.2669  45.0364
52064 339.9404  45.0364
52065 343.6139  45.0364
52066 347.2873  45.0364
52067 350.9608  45.0364
52068 354.6343  45.0364
52069 358.3077  45.0364
52070   2.0827  47.7636
52071   5.9537  47.7636
52072   9.8246  47.7636
52073  13.6956  47.7636
52074  17.5666  47.7636
52075  21.4375  47.7636
52076  25.3085  47.7636
52077  29.1795  47.7636
52078  33.0504  47.7636
52079  36.9214  47.7636
52080  40.7924  47.7636
52081  44.6633  47.7636
52082  48.5343  47.7636
52083  52.4053  47.7636
52084  56.2762  47.7636
52085  60.1472  47.7636
52086  64.0182  47.7636
52087  67.8892  47.7636
52088  71.7601  47.7636
52089  75.6311  47.7636
52090  79.5021  47.7636
52091  83.3730  47.7636
52092  87.2440  47.7636
52093  91.1150  47.7636
52094  94.9859  47.7636
52095  98.8569  47.7636
52096 102.7279  47.7636
52097 106.5988  47.7636
52098 110.4698  47.7636
52099 114.3408  47.7636
52100 118.2117  47.7636
52101 122.0827  47.7636
52102 125.9537  47.7636
52103 129.8246  47.7636
52104 133.6956  47.7636
52105 137.5666  47.7636
52106 141.4375  47.7636
52107 145.3085  47.7636
52108 149.1795  47.7636
52109 153.0504  47.7636
52110 156.9214  47.7636
52111 160.7924  47.7636
52112 164.6633  47.7636
52113 168.5343  47.7636
52114 172.4053  47.7636
52115 176.2762  47.7636
52116 180.1472  47.7636
52117 184.0182  47.7636
52118 187.8892  47.7636
52119 191.7601  47.7636
52120 195.6311  47.7636
52121 199.5021  47.7636
52122 203.3730  47.7636
52123 207.2440  47.7636
52124 211.1150  47.7636
52125 214.9859  47.7636
52126 218.8569  47.7636
52127 222.7279  47.7636
52128 226.5988  47.7636
52129 230.4698  47.7636
52130 234.3408  47.7636
52131 238.2117  47.7636
52132 242.0827  47.7636
52133 245.9537  47.7636
52134 249.8246  47.7636
52135 253.6956  47.7636
52136 257.5666  47.7636
52137 261.4375  47.7636
52138 265.3085  47.7636
52139 269.1795  47.7636
52140 273.0504  47.7636
52141 276.9214  47.7636
52142 280.7924  47.7636
52143 284.6633  47.7636
52144 288.5343  47.7636
52145 292.4053  47.7636
52146 296.2762  47.7636
52147 300.1472  47.7636
52148 304.0182  47.7636
52149 307.8892  47.7636
52150 311.7601  47.7636
52151 315.6311  47.7636
52152 319.5021  47.7636
52153 323.3730  47.7636
52154 327.2440  47.7636
52155 331.1150  47.7636
52156 334.9859  47.7636
52157 338.8569  47.7636
52158 342.7279  47.7636
52159 346.5988  47.7636
52160 350.4698  47.7636
52161 354.3408  47.7636
52162 358.2117  47.7636
52163   2.2006  50.4909
52164   6.2915  50.4909
52165  10.3824  50.4909
52166  14.4733  50.4909
52167  18.5642  50.4909
52168  22.6551  50.4909
52169  26.7461  50.4909
52170  30.8370  50.4909
52171  34.9279  50.4909
52172  39.0188  50.4909
52173  43.1097  50.4909
52174  47.2006  50.4909
52175  51.2915  50.4909
52176  55.3824  50.4909
52177  59.4733  50.4909
52178  63.5642  50.4909
52179  67.6551  50.4909
52180  71.7461  50.4909
52181  75.8370  50.4909
52182  79.9279  50.4909
52183  84.0188  50.4909
52184  88.1097  50.4909
52185  92.2006  50.4909
52186  96.2915  50.4909
52187 100.3824  50.4909
52188 104.4733  50.4909
52189 108.5642  50.4909
52190 112.6551  50.4909
52191 116.7461  50.4909
52192 120.8370  50.4909
52193 124.9279  50.4909
52194 129.0188  50.4909
52195 133.1097  50.4909
52196 137.2006  50.4909
52197 141.2915  50.4909
52198 145.3824  50.4909
52199 149.4733  50.4909
52200 153.5642  50.4909
52201 157.6551  50.4909
52202 161.7461  50.4909
52203 165.8370  50.4909
52204 169.9279  50.4909
52205 174.0188  50.4909
52206 178.1097  50.4909
52207 182.2006  50.4909
52208 186.2915  50.4909
52209 190.3824  50.4909
52210 194.4733  50.4909
52211 198.5642  50.4909
52212 202.6551  50.4909
52213 206.7461  50.4909
52214 210.8370  50.4909
52215 214.9279  50.4909
52216 219.0188  50.4909
52217 223.1097  50.4909
52218 227.2006  50.4909
52219 231.2915  50.4909
52220 235.3824  50.4909
52221 239.4733  50.4909
52222 243.5642  50.4909
52223 247.6551  50.4909
52224 251.7461  50.4909
52225 255.8370  50.4909
52226 259.9279  50.4909
52227 264.0188  50.4909
52228 268.1097  50.4909
52229 272.2006  50.4909
52230 276.2915  50.4909
52231 280.3824  50.4909
52232 284.4733  50.4909
52233 288.5642  50.4909
52234 292.6551  50.4909
52235 296.7461  50.4909
52236 300.8370  50.4909
52237 304.9279  50.4909
52238 309.0188  50.4909
52239 313.1097  50.4909
52240 317.2006  50.4909
52241 321.2915  50.4909
52242 325.3824  50.4909
52243 329.4733  50.4909
52244 333.5642  50.4909
52245 337.6551  50.4909
52246 341.7461  50.4909
52247 345.8370  50.4909
52248 349.9279  50.4909
52249 354.0188  50.4909
52250 358.1097  50.4909
52251   2.3381  53.2182
52252   6.6754  53.2182
52253  11.0128  53.2182
52254  15.3501  53.2182
52255  19.6875  53.2182
52256  24.0248  53.2182
52257  28.3622  53.2182
52258  32.6995  53.2182
52259  37.0369  53.2182
52260  41.3742  53.2182
52261  45.7116  53.2182
52262  50.0489  53.2182
52263  54.3863  53.2182
52264  58.7236  53.2182
52265  63.0610  53.2182
52266  67.3983  53.2182
52267  71.7357  53.2182
52268  76.0730  53.2182
52269  80.4104  53.2182
52270  84.7477  53.2182
52271  89.0851  53.2182
52272  93.4224  53.2182
52273  97.7598  53.2182
52274 102.0971  53.2182
52275 106.4345  53.2182
52276 110.7718  53.2182
52277 115.1092  53.2182
52278 119.4465  53.2182
52279 123.7839  53.2182
52280 128.1212  53.2182
52281 132.4586  53.2182
52282 136.7959  53.2182
52283 141.1333  53.2182
52284 145.4706  53.2182
52285 149.8080  53.2182
52286 154.1453  53.2182
52287 158.4827  53.2182
52288 162.8200  53.2182
52289 167.1574  53.2182
52290 171.4947  53.2182
52291 175.8321  53.2182
52292 180.1694  53.2182
52293 184.5068  53.2182
52294 188.8441  53.2182
52295 193.1815  53.2182
52296 197.5188  53.2182
52297 201.8562  53.2182
52298 206.1935  53.2182
52299 210.5309  53.2182
52300 214.8682  53.2182
52301 219.2056  53.2182
52302 223.5429  53.2182
52303 227.8803  53.2182
52304 232.2176  53.2182
52305 236.5550  53.2182
52306 240.8923  53.2182
52307 245.2297  53.2182
52308 249.5670  53.2182
52309 253.9044  53.2182
52310 258.2417  53.2182
52311 262.5791  53.2182
52312 266.9164  53.2182
52313 271.2538  53.2182
52314 275.5911  53.2182
52315 279.9285  53.2182
52316 284.2658  53.2182
52317 288.6032  53.2182
52318 292.9405  53.2182
52319 297.2779  53.2182
52320 301.6152  53.2182
52321 305.9526  53.2182
52322 310.2899  53.2182
